filename,title,doi,journal,year,raw_paper_type,paper_category,has_experimental_section,score,verdict,num_targets,num_chemicals,num_synthesis_steps,num_operations,num_characterization,num_char_results,char_methods_normalized,tags
Fang_and_Jena_-_2017_-_Li-rich_antiperovskite_superionic_conductors_based_reactions.json,Li-rich antiperovskite superionic conductors based on cluster ions,10.1073/pnas.1704086114,Proceedings of the National Academy of Sciences,2017,computational study,computational,True,84.91,Good,2,3,2,2,4,8,DFT calculation|DFT calculation|Elastic Tensor Analysis|Density of States (HSE06),solid electrolyte|superionic conductor|antiperovskite
Faraji_Niri_et_al__-_2022_-_Systematic_analysis_of_the_impact_of_slurry_coatin_reactions.json,Systematic analysis of the impact of slurry coating on manufacture of Li-ion battery electrodes via explainable machine learning,10.1016/j.ensm.2022.06.036,Energy Storage Materials,2022,research-article,experimental_synthesis,True,98.63,Excellent,2,5,5,9,4,2,Surface tension (Wilhelmy Plate tensiometer)|Rheology (Kinexus Pro+ parallel plate)|Thickness measurement|Mass measurement,lithium-ion battery|slurry coating|graphite anode|machine learning
Feng_et_al__-_2022_-_Review_of_modification_strategies_in_emerging_inor_reactions.json,"Review of modification strategies in emerging inorganic solid-state electrolytes for lithium, sodium, and potassium batteries",10.1016/j.joule.2022.01.015,Joule,2022,review article,review,True,98.84,Excellent,3,10,3,10,3,3,EIS|EIS|Thickness measurement,solid-state electrolyte|LLZO|argyrodite|NASICON|tape casting|surface coating
Fingerle_et_al__-_2017_-_Reaction_and_Space_Charge_Layer_Formation_at_the_L_reactions.json,Reaction and Space Charge Layer Formation at the LiCoO2−LiPON Interface: Insights on Defect Formation and Ion Energy Level Alignment by a Combined Surface Science −Simulation Approach,10.1021/acs.chemmater.7b00890,Chemistry of Materials,2017,research-article,experimental_synthesis,True,97.67,Excellent,6,7,3,3,3,0,XPS|Ultraviolet Photoelectron Spectroscopy (UPS)|XPS,solid-state battery|interface|LiCoO2|LiPON|photoelectron spectroscopy
Foroozan_et_al__-_2018_-_Synergistic_Effect_of_Graphene_Oxide_for_Impeding__reactions.json,Synergistic Effect of Graphene Oxide for Impeding the Dendritic Plating of Li,10.1002/adfm.201705917,Advanced Functional Materials,2018,research-article,experimental_synthesis,True,80.85,Good,1,8,9,10,3,5,AFM|Raman spectroscopy|TEM,graphene oxide|lithium metal batteries|separator coating
Forouzan_et_al__-_2016_-_Experiment_and_simulation_of_the_fabrication_proce_reactions.json,Experiment and simulation of the fabrication process of lithium-ion battery cathodes for determining microstructure and mechanical properties,10.1016/j.jpowsour.2016.02.014,Journal of Power Sources,2016,research article,experimental_synthesis,True,96.43,Excellent,2,6,6,9,5,12,Rheology (rotational rheometer)|Mechanical testing (force sensor & micrometer)|Thickness measurement (micrometer)|Density measurement|SEM,lithium-ion battery|cathode fabrication|slurry processing|electrode microstructure
Fu_et_al__-_2013_-_Evaluation_and_Characterization_of_Reduced_Graphen_reactions.json,Evaluation and Characterization of Reduced Graphene Oxide Nanosheets as Anode Materials for Lithium -Ion Batteries,,International Journal of Electrochemical Science,2013,materials synthesis,experimental_synthesis,True,97.64,Excellent,2,17,5,13,6,18,SEM|TEM|XRD|XPS|Raman spectroscopy|EIS,graphene|lithium-ion battery|anode materials
Gaillac_et_al__-_2020_-_Speeding_Up_Discovery_of_Auxetic_Zeolite_Framework_reactions.json,Speeding Up Discovery of Auxetic Zeolite Frameworks by Machine Learning,10.1021/acs.chemmater.0c00434,Chemistry of Materials,2020,computational materials screening,computational,False,100.0,Excellent,0,0,0,0,3,8,Force-field elastic property calculation|DFT calculation|Machine Learning (Gradient Boosting Regressor),machine learning|zeolites|auxetic materials|DFT|mechanical properties
Galvez-Aranda_and_Seminario_-_2020_-_Solid_electrolyte_interphase_formation_between_the_reactions.json,Solid electrolyte interphase formation between the Li0.29La0.57TiO3 solid-state electrolyte and a Li-metal anode: an ab initio molecular dynamics study,10.1039/c9ra10984f,RSC Advances,2020,computational study,computational,True,98.63,Excellent,4,6,2,2,4,6,DFT calculation|Bader charge analysis|Radial distribution function (RDF)|Mean square displacement (MSD),solid-state electrolyte|ab initio molecular dynamics|solid electrolyte interphase|Li-metal batteries
Galvez-Aranda_and_Seminario_-_2021_-_Ion_Pairing__Clustering_and_Transport_in_a_LiFSI-T_reactions.json,"Ion Pairing, Clustering and Transport in a LiFSI-TMP Electrolyte as Functions of Salt Concentration using Molecular Dynamics Simulations",10.1149/1945-7111/abf0d8,Journal of The Electrochemical Society,2021,computational study,computational,True,95.74,Excellent,3,2,2,5,2,14,DFT calculation|DFT calculation,electrolyte|lithium-ion battery|molecular dynamics|LiFSI|trimethyl phosphate
Ganesh_et_al__-_2014_-_Binding_and_Diffusion_of_Lithium_in_Graphite_Quan_reactions.json,Binding and Diffusion of Lithium in Graphite: Quantum Monte Carlo Benchmarks and Validation of van der Waals Density Functional Methods,10.1021/ct500617z,Journal of Chemical Theory and Computation,2014,computational study,computational,False,100.0,Excellent,2,2,0,0,1,4,Diffusion Quantum Monte Carlo (DMC),quantum Monte Carlo|DFT|van der Waals interactions|lithium diffusion|graphite
Gao_et_al__-_2018_-_Na_3_MnZr_PO_4___3sub_reactions.json,Na3MnZr(PO 4)3: A High-Voltage Cathode for Sodium Batteries,10.1021/jacs.8b11388,Journal of the American Chemical Society,2018,materials_synthesis_and_electrochemistry,experimental_synthesis,True,98.11,Excellent,1,2,1,1,8,17,SEM|TEM|TEM|XRD|TGA|Cyclic voltammetry|Galvanostatic charge–discharge|XPS,sodium-ion battery|NASICON|cathode|manganese phosphate
Gao_et_al__-_2021_-_A_family_of_ionic_supersalts_with_covalent-like_di_reactions.json,A family of ionic supersalts with covalent-like directionality and unconventional multiferroicity,10.1038/s41467-021-21597-3,Nature Communications,2021,computational study,computational,True,94.85,Excellent,8,8,2,2,4,7,DFT calculation|SSNEB (Solid-State Nudged Elastic Band)|Phonon calculations|DFT calculation,supersalts|DFT|ferroelectricity|ferroelasticity|multiferroics
Gao_et_al__-_2022_-_High_Formability_Bromide_Solid_Electrolyte_with_Im_reactions.json,High Formability Bromide Solid Electrolyte with Improved Ionic Conductivity for Bulk-Type All-Solid-State Lithium−Metal Batteries,10.1021/acsaem.2c01343,ACS Applied Energy Materials,2022,research article,experimental_synthesis,True,98.82,Excellent,2,9,4,10,4,11,XRD|SEM|EIS|Galvanostatic charge–discharge,solid electrolyte|Li-ion conductivity|ball milling|all-solid-state battery
Gin_et_al__-_2017_-_Material_degradation_foreseen_in_the_very_long_ter_reactions.json,Material degradation foreseen in the very long term: the case of glasses and ferrous metals,10.1038/s41529-017-0008-z,npj Materials Degradation,2017,editorial,editorial,False,100.0,Excellent,0,0,0,0,0,0,,material degradation|glasses|ferrous metals|nuclear waste
Goli_et_al__-_2014_-_Graphene-enhanced_hybrid_phase_change_materials_fo_reactions.json,Graphene-enhanced hybrid phase change materials for thermal management of Li-ion batteries,10.1016/j.jpowsour.2013.08.135,Journal of Power Sources,2014,research article,experimental_synthesis,True,87.27,Good,1,2,3,3,6,14,SEM|Raman spectroscopy|XPS|Transient Planar Source (TPS)|Specific heat measurement (NETZSCH)|Battery thermal testing,graphene|phase change material|thermal management|Li-ion battery
Gong_et_al__-_2018_-_Three-dimensional_atomic-scale_observation_of_stru_reactions.json,Three-dimensional atomic-scale observation of structural evolution of cathode material in a working all-solid-state battery,10.1038/s41467-018-05833-x,Nature Communications,2018,research article,experimental_synthesis,True,89.71,Good,2,4,4,4,5,8,SEM|TEM|TEM|TEM|XRD,in situ TEM|all-solid-state battery|LiNi0.5Mn1.5O4|structural evolution
Goodenough_and_Kim_-_2010_-_Challenges_for_Rechargeable_Li_Batteries_reactions.json,Challenges for Rechargeable Li Batteries,10.1021/cm901452z,Chemistry of Materials,2010,review article,review,False,99.11,Excellent,10,11,0,0,5,7,Ionic conductivity measurement|Electrochemical window determination|Ionic conductivity measurement|Electrochemical window determination|Galvanostatic cycling,Li-ion batteries|electrolytes|electrode materials
Gorai_et_al__-_2020_-_Defect_chemistry_of_disordered_solid-state_electro_reactions.json,Defect chemistry of disordered solid-state electrolyte Li10GeP2S12,10.1039/c9ta10964a,Journal of Materials Chemistry A,2020,computational study,computational,False,89.58,Good,1,7,0,0,1,2,GW quasi-particle energy calculations,solid-state electrolyte|defect chemistry|DFT|GW
Gorai_et_al__-_Electronic_Supplementary_Information__Defect_Chemi_reactions.json,Defect Chemistry of Disordered Solid-State Electrolyte Li10GeP2S12,,Journal of Materials Chemistry A,2020,supplementary information,supporting_info,False,100.0,Excellent,1,0,0,0,1,1,DFT calculation,solid-state electrolyte|defect chemistry|DFT|LGPS
Gover_et_al__-_2006_-_The_electrochemical_insertion_properties_of_sodium_reactions.json,"The electrochemical insertion properties of sodium vanadium fluorophosphate, Na3V2(PO4)2F3",10.1016/j.ssi.2006.07.028,Solid State Ionics,2006,research article,experimental_synthesis,True,90.77,Excellent,1,7,2,5,4,9,XRD|Electrochemical Voltage Spectroscopy (EVS)|Electrochemical Voltage Spectroscopy (EVS)|Constant current cycling,solid-state synthesis|fluorophosphate cathode|electrochemistry|lithium-ion batteries
Gu_et_al__-_2012_-_Conflicting_Roles_of_Nickel_in_Controlling_Cathode_reactions.json,Conflicting Roles of Nickel in Controlling Cathode Performance in Lithium Ion Batteries,10.1021/nl302249v,Nano Letters,2012,research article,experimental_synthesis,True,98.11,Excellent,1,4,2,2,4,10,TEM|EDX/EDS|EDX/EDS|TEM,lithium-ion battery|cathode materials|nickel segregation|STEM|DFT
Guo_et_al__-_2013_-_Lithium_Sulfur_Battery_Cathode_Enabled_by_Lithium__reactions.json,Lithium −Sulfur Battery Cathode Enabled by Lithium −Nitrile Interaction,10.1021/ja309435f,Journal of the American Chemical Society,2013,materials_synthesis,experimental_synthesis,True,91.76,Excellent,1,6,5,5,8,12,XRD|TGA|FTIR|Raman spectroscopy|TEM|Cyclic voltammetry|Galvanostatic cycling|Galvanostatic cycling,Li2S cathode|polyacrylonitrile|lithium-sulfur battery|carbon composite
Guo_et_al__-_2017_-_Aluminum_and_fluorine_co-doping_for_promotion_of_s_reactions.json,Aluminum and fluorine co-doping for promotion of stability and safety of lithium-rich layered cathode material,10.1016/j.electacta.2017.03.133,Electrochimica Acta,2017,materials_synthesis,experimental_synthesis,True,99.06,Excellent,4,9,5,9,7,10,XRD|SEM|TEM|Raman spectroscopy|Galvanostatic charge–discharge|EIS|DSC,lithium-ion battery|cathode|co-doping|lithium-rich layered oxide
Gupta_et_al__-_2022_-_Understanding_the_Design_of_Cathode_Materials_for__reactions.json,Understanding the Design of Cathode Materials for Na-Ion Batteries,10.1021/acsomega.1c05794,ACS Omega,2022,mini-review,review,True,99.19,Excellent,18,9,18,18,18,54,Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling,sodium-ion batteries|cathode materials
H_lsen_et_al__-_2009_-_Thermodynamics_of_the_Heusler_alloy_Co_2___x_Mn_1__reactions.json,Thermodynamics of the Heusler alloy Co2−xMn1+xSi: A combined density functional theory and cluster expansion study,10.1103/PhysRevB.79.094407,Physical Review B,2009,computational materials study,computational,False,95.08,Excellent,3,6,0,0,4,7,DFT calculation|Cluster Expansion (energy CE)|Cluster Expansion (moment CE)|Monte Carlo simulation,Heusler alloy|DFT|cluster expansion|Monte Carlo
Hai_et_al__-_2009_-_Electromotive_force_and_huge_magnetoresistance_in__reactions.json,Electromotive force and huge magnetoresistance in magnetic tunnel junctions,10.1038/nature07879,Nature,2009,materials synthesis and device fabrication,experimental_synthesis,True,86.73,Good,2,7,10,12,3,3,TEM|Current–Voltage (I–V) measurement|Magnetoresistance measurement,magnetic tunnel junction|MnAs nanoparticles|spin battery|magnetoresistance
Hakimian_et_al__-_2015_-_Economic_analysis_of_CNT_lithium-ion_battery_manuf_reactions.json,Economic analysis of CNT lithium-ion battery manufacturing,10.1039/c5en00078,Environmental Science: Nano,2015,research article,experimental_synthesis,True,92.23,Excellent,2,10,9,11,2,10,Battery performance testing|Battery performance testing,lithium-ion battery|MWCNT|manufacturing|nanomaterials
Hamad_and_Hu_-_2011_-_The_effect_of_defects_on_the_electronic_and_magnet_reactions.json,The effect of defects on the electronic and magnetic properties of Fe2MnSi Heusler alloy,10.1002/pssb.201147305,physica status solidi (b),2011,computational study,computational,False,87.5,Good,1,3,0,0,1,31,DFT calculation,DFT|FP-LAPW|Heusler alloy|electronic structure|magnetic properties
Han_et_al__-_2015_-_A_Battery_Made_from_a_Single_Material_reactions.json,A Battery Made from a Single Material,10.1002/adma.201500180,Advanced Materials,2015,research article,experimental_synthesis,True,94.74,Excellent,2,10,4,6,6,12,XRD|SEM|ICP|EIS|Cyclic voltammetry|XPS,all-solid-state battery|LGPS|single-material battery
Han_et_al__-_2015_-_A_comprehensive_review_of_sodium_layered_oxides_p_reactions.json,A comprehensive review of sodium layered oxides: powerful cathodes for Na-ion batteries,10.1039/c4ee03192j,Energy & Environmental Science,2015,review_article,review,False,98.41,Excellent,4,1,0,0,10,13,SEM|Galvanostatic cycling|Galvanostatic cycling|Galvanostatic cycling|Capacity retention test|Galvanostatic cycling|Energy density calculation|Galvanostatic cycling|Average voltage determination|Energy density calculation,Na-ion battery|layered oxides|cathode materials
Han_et_al__-_2017_-_From_Coating_to_Dopant_How_the_Transition_Metal_C_reactions.json,From Coating to Dopant: How the Transition Metal Composition Affects Alumina Coatings on Ni-Rich Cathodes,10.1021/acsami.7b13597,ACS Applied Materials & Interfaces,2017,materials synthesis and characterization,experimental_synthesis,True,99.16,Excellent,3,12,7,8,6,0,NMR|NMR|SEM|TEM|XRD|Galvanostatic cycling,lithium-ion battery|cathode coating|NMC|Al2O3
Hanada_et_al__-_2022_-_DFT-Based_investigation_of_Amic_Acid_extractants_a_reactions.json,DFT-Based investigation of Amic–Acid extractants and their application to the recovery of Ni and Co from spent automotive Lithium–Ion batteries,10.1016/j.seppur.2021.119898,Separation and Purification Technology,2022,research-article,experimental_synthesis,True,98.85,Excellent,4,11,2,2,2,7,NMR|Elemental analysis (CHN),amic-acid extractant|solvent extraction|battery recycling
Hao_et_al__-_2019_-_Taming_Active_Material-Solid_Electrolyte_Interface_reactions.json,Taming Active Material-Solid Electrolyte Interfaces with Organic Cathode for All-Solid-State Batteries,10.1016/j.joule.2019.03.017,Joule,2019,research article,experimental_synthesis,True,79.78,Good,3,8,5,12,4,5,Nanoindentation|XPS|ToF-SIMS|EIS,"all-solid-state sodium batteries|organic cathode|pyrene-4,5,9,10-tetraone|sulfide electrolyte"
Hao_et_al__-_2020_-_An_In_Depth_Study_of_Zn_Metal_Surface_Chemistry_fo_reactions.json,An In-Depth Study of Zn Metal Surface Chemistry for Advanced Aqueous Zn-Ion Batteries,10.1002/adma.202003021,Advanced Materials,2020,materials synthesis and electrochemistry,experimental_synthesis,True,98.41,Excellent,1,5,2,4,6,11,SEM|XRD|XPS|Linear polarization|Electrical resistivity measurement|Electrochemical impedance / transference number,ZnS protective layer|zinc anode|aqueous zinc-ion batteries
Hargreaves_et_al__-_2023_-_A_database_of_experimentally_measured_lithium_soli_reactions.json,A database of experimentally measured lithium solid electrolyte conductivities evaluated with machine learning,10.1038/s41524-022-00951-z,npj Computational Materials,2023,research article,computational,False,100.0,Excellent,0,0,0,0,0,0,,solid electrolyte|lithium-ion conductivity|machine learning|materials database
Harper_et_al__-_2019_-_Recycling_lithium-ion_batteries_from_electric_vehi_reactions.json,Recycling lithium-ion batteries from electric vehicles,10.1038/s41586-019-1682-5,Nature,2019,review,review,True,98.68,Excellent,4,7,4,4,1,0,EIS,battery recycling|lithium-ion|electric vehicles
Hart_and_Forcade_-_2008_-_Algorithm_for_generating_derivative_structures_reactions.json,Algorithm for generating derivative structures,10.1103/PhysRevB.77.224115,Physical Review B,2008,computational methodology,computational,False,100.0,Excellent,0,0,0,0,0,0,,superlattice enumeration|derivative structures|crystallography algorithm
Haruyama_et_al__-_2014_-_Space_Charge_Layer_Effect_at_Interface_between_Oxi_reactions.json,Supporting Information for: Space-Charge Layer Effect at Interface between Oxide Cathode and Sulfide Electrolyte in All Solid-State Lithium-Ion Battery,,,,computational study,computational,False,97.5,Excellent,3,3,0,0,1,14,DFT calculation,DFT|DFT+U|all-solid-state battery|interface|surface energy
Haruyama_et_al__-_2017_-_Cation_Mixing_Properties_toward_Co_Diffusion_at_th_reactions.json,Cation Mixing Properties toward Co Diffusion at the LiCoO2 Cathode/ Sulfide Electrolyte Interface in a Solid-State Battery,10.1021/acsami.6b08435,ACS Applied Materials & Interfaces,2017,computational study,computational,False,85.0,Good,0,6,0,0,1,3,DFT calculation,DFT|solid-state battery|interface|Li-ion
Haslam_et_al__-_2022_-_The_effect_of_aspect_ratio_on_the_mechanical_behav_reactions.json,The effect of aspect ratio on the mechanical behavior of Li metal in solid-state cells,10.1016/j.jpowsour.2021.230831,Journal of Power Sources,2022,materials_synthesis_and_mechanical_testing,experimental_synthesis,True,98.65,Excellent,2,5,6,10,3,4,XRD|EIS|Compression creep testing,solid-state electrolyte|lithium metal|compression creep|LLZO
Hausbrand_et_al__-_2015_-_Fundamental_degradation_mechanisms_of_layered_oxid_reactions.json,"Fundamental degradation mechanisms of layered oxide Li-ion battery cathode materials: Methodology, insights and novel approaches",10.1016/j.mseb.2014.11.014,Materials Science and Engineering B,2015,review,review,True,98.67,Excellent,4,6,4,4,2,4,Ionic conductivity measurement|XPS,Li-ion battery|cathode|thin film|solid electrolyte|degradation
Hautier_et_al__-_2011_-_Phosphates_as_Lithium-Ion_Battery_Cathodes_An_Eva_reactions.json,Phosphates as Lithium-Ion Battery Cathodes: An Evaluation Based on High-Throughput ab Initio Calculations,10.1021/cm200949v,Chemistry of Materials,2011,computational study,computational,False,96.97,Excellent,5,0,0,0,0,0,,DFT|battery cathode|phosphates|high-throughput
Haverkate_et_al__-_2010_-_Large_Space_Charge_Effects_in_a_Nanostructured_Pro_reactions.json,Large Space-Charge Effects in a Nanostructured Proton Conductor,10.1002/adfm.201000692,Advanced Functional Materials,2010,research article,characterization_study,False,94.74,Excellent,1,3,0,0,3,9,DFT calculation|Neutron diffraction|Space-charge modelling,nanoionics|space-charge|proton conductor|TiO2|CsHSO4
Hayashi_et_al__-_2019_-_A_sodium-ion_sulfide_solid_electrolyte_with_unprec_reactions.json,A sodium-ion sulfide solid electrolyte with unprecedented conductivity at room temperature,10.1038/s41467-019-13178-2,Nature Communications,2019,research article,experimental_synthesis,True,84.88,Good,2,5,6,6,7,13,XRD|Raman spectroscopy|SEM|Rutherford Backscattering Spectrometry (RBS)|EIS|Ionic conductivity measurement|H2S generation test,solid electrolyte|sodium-ion conductor|sulfide
He_et_al__-_2017_-_Origin_of_fast_ion_diffusion_in_super-ionic_conduc_reactions.json,Origin of fast ion diffusion in super-ionic conductors,10.1038/ncomms15893,Nature Communications,2017,computational study,computational,False,98.46,Excellent,5,5,0,0,4,11,NEB calculation|NEB calculation|DFT calculation|DFT calculation,super-ionic conductors|ab initio modeling|lithium conductors
He_et_al__-_2019_-_Density_Functional_Theory_for_Battery_Materials_reactions.json,Density Functional Theory for Battery Materials,10.1002/eem2.12056,Energy Environ. Mater.,2019,review,review,False,100.0,Excellent,0,0,0,0,0,0,,battery|DFT|electrochemistry
He_et_al__-_2020_-_The_intrinsic_behavior_of_lithium_fluoride_in_soli_reactions.json,The intrinsic behavior of lithium fluoride in solid electrolyte interphases on lithium,10.1073/pnas.1911017116,Proceedings of the National Academy of Sciences,2020,research article,experimental_synthesis,True,98.78,Excellent,2,6,4,4,7,13,XPS|SEM|XRD|EIS|TEM|Galvanostatic cycling|Coulombic efficiency measurement,Li metal anode|solid electrolyte interphase|lithium fluoride
Hoang_and_Johannes_-_2014_-_Defect_chemistry_in_layered_transition-metal_oxide_reactions.json,Defect chemistry in layered transition-metal oxides from screened hybrid density functional calculations,10.1039/c4ta00673a,Journal of Materials Chemistry A,2014,computational study,computational,True,98.15,Excellent,2,3,3,3,3,10,DFT calculation|DFT calculation|Defect migration barrier calculation (NEB),DFT|layered oxides|battery cathode|defect chemistry
Hodge_et_al__-_1976_-_Ionic_Conductivity_of_Li4SiO4__Li4GeO4__and_Their__reactions.json,"Ionic Conductivity of Li4SiO4, Li4GeO4, and Their Solid Solutions",,Journal of the American Ceramic Society,1976,materials_synthesis_study,experimental_synthesis,True,81.94,Good,3,5,6,6,1,1,EIS,solid electrolyte|lithium silicate|lithium germanate|ionic conductivity
Hoenle_and_Simon_-_1986_-_Darstellung_und_Kristallstrukturen_von_Li_Ga_Br4_u_reactions.json,Preparation and Crystal Structure of LiGaBr4 and LiGaBr3,,Zeitschrift für Naturforschung B,1986,research-article,experimental_synthesis,True,98.65,Excellent,2,4,7,9,3,4,XRD|XRD|Differential Thermal Analysis (DTA),inorganic synthesis|crystal structure
Homma_et_al__-_2011_-_Crystal_structure_and_phase_transitions_of_the_lit_reactions.json,Crystal structure and phase transitions of the lithium ionic conductor Li3PS4,10.1016/j.ssi.2010.10.001,Solid State Ionics,2011,research-article,experimental_synthesis,True,85.96,Good,1,4,3,5,4,11,XRD|XRD|Differential Thermal Analysis (DTA)|EIS,solid electrolyte|lithium ionic conductor|thio-LISICON|Li3PS4
Hong_et_al__-_2017_-_Two-dimensional_lithium_diffusion_behavior_and_pro_reactions.json,Two-dimensional lithium diffusion behavior and probable hybrid phase transformation kinetics in olivine lithium iron phosphate,10.1038/s41467-017-01315-8,Nature Communications,2017,research-article,experimental_synthesis,True,95.29,Excellent,1,7,7,9,4,8,XRD|SEM|TEM|ICP,lithium-ion batteries|LiFePO4|hydrothermal synthesis|phase transformation|operando X-ray
Hong_et_al__-_2022_-_All-Solid-State_Lithium_Batteries_Li___reactions.json,All-Solid-State Lithium Batteries: Li+-Conducting Ionomer Binder for Dry-Processed Composite Cathodes,10.1021/acsenergylett.1c02756,ACS Energy Letters,2022,research-article,experimental_synthesis,True,83.58,Good,2,5,2,2,6,10,FTIR|EIS|NMR|Cyclic voltammetry|SEM|TOF-SIMS,all-solid-state battery|composite cathode|ionomer binder|sulfide electrolyte
Hongahally_Basappa_et_al__-_2017_-_Grain_boundary_modification_to_suppress_lithium_pe_reactions.json,Grain boundary modification to suppress lithium penetration through garnet-type solid electrolyte,10.1016/j.jpowsour.2017.07.088,Journal of Power Sources,2017,research article,experimental_synthesis,True,95.65,Excellent,3,13,10,10,7,12,XRD|FT-IR|SEM|TEM|ICP|EIS|Ionic conductivity measurement,solid electrolyte|garnet|LLZT|lithium dendrite|grain boundary modification
Hou_et_al__-_2019_-_Direct_and_Indirect_Recycling_Strategies_of_Expire_reactions.json,Direct and Indirect Recycling Strategies of Expired Oxytetracycline for the Anode Material in Lithium Ion Batteries,10.3389/fmats.2019.00080,Frontiers in Materials,2019,materials_synthesis,experimental_synthesis,True,89.29,Good,2,11,8,10,5,11,SEM|EDX/EDS|FTIR|XPS|XRD,lithium ion batteries|anode materials|recycling|oxytetracycline
Hsueh_et_al__-_2023_-_Sputtered_silver_on_the_current_collector_for_anod_reactions.json,Sputtered silver on the current collector for anode-less NMC111 gel polymer electrolyte lithium batteries,10.1016/j.elecom.2023.107478,Electrochemistry Communications,2023,short communication,editorial,True,76.4,Good,3,8,5,5,4,10,SEM|Galvanostatic charge–discharge|EIS|Ionic conductivity measurement,anode-less battery|gel polymer electrolyte|NMC111|silver sputtering
Hu_et_al__-_2015_-_Recycling_Application_of_Li-MnO_2_Batte_reactions.json,Recycling Application of Li–MnO2 Batteries as Rechargeable Lithium–Air Batteries,10.1002/anie.201411626,Angewandte Chemie International Edition,2015,research-article,experimental_synthesis,True,98.28,Excellent,5,10,7,15,5,6,XRD|XPS|SEM|Electrochemical testing|EIS,battery recycling|Li–MnO2|lithium–air|electrocatalysis
Hu_et_al__-_2020_-_Structure_and_performance_of_the_LiFePO_4su_reactions.json,Structure and performance of the LiFePO4 cathode material: from the bulk to the surface,10.1039/d0nr03776a,Nanoscale,2020,minireview,review,True,80.36,Good,2,6,2,2,1,2,TEM,LiFePO4|cathode|lithium-ion battery|surface engineering|bulk structure
Huang_and_Cole_-_2020_-_A_database_of_battery_materials_auto-generated_usi_reactions.json,A database of battery materials auto-generated using ChemDataExtractor,https://doi.org/10.1038/s41597-020-00602-2,Scientific Data,2020,data descriptor,data_descriptor,False,100.0,Excellent,0,0,0,0,0,0,,battery materials|database|natural language processing
Huang_et_al__-_2015_-_Permselective_Graphene_Oxide_Membrane_for_Highly_S_reactions.json,Permselective Graphene Oxide Membrane for Highly Stable and Anti-Self-Discharge Lithium–Sulfur Batteries,10.1021/nn507178a,ACS Nano,2015,materials_synthesis,experimental_synthesis,True,96.88,Excellent,1,11,5,7,5,6,XPS|SEM|Potentiostatic polarization|Cyclic voltammetry|EIS,graphene oxide membrane|lithium–sulfur battery|separator|energy storage
Huang_et_al__-_2020_-_A_dual-ion_battery_has_two_sides_the_effect_of_io_reactions.json,A dual-ion battery has two sides: the effect of ion-pairs,10.1039/d0cc03951a,Chemical Communications,2020,research-article,experimental_synthesis,True,98.82,Excellent,4,7,4,4,4,4,NMR|Galvanostatic charge–discharge|Cyclic voltammetry|EIS,dual-ion battery|Li4Ti5O12|graphite|ion-pair|electrolyte
Huang_et_al__-_2020_-_Enhanced_Performance_of_Li_6_4_La__reactions.json,Enhanced Performance of Li6.4La3Zr1.4Ta0.6O12 Solid Electrolyte by the Regulation of Grain and Grain Boundary Phases,10.1021/acsami.0c18674,ACS Applied Materials & Interfaces,2020,research article,experimental_synthesis,True,97.78,Excellent,1,7,6,15,7,11,SEM|XRD|Laser particle size analysis|EIS|Three-point bending|EIS|Critical current density test,solid electrolyte|garnet|LLZTO|hot pressing
Huang_et_al__-_2021_-_Deep_potential_generation_scheme_and_simulation_pr_reactions.json,Deep potential generation scheme and simulation protocol for the Li10GeP2S12-type superionic conductors,10.1063/5.0041849,Journal of Chemical Physics,2021,computational study,computational,False,100.0,Excellent,3,0,0,0,1,0,DFT calculation,solid-state electrolyte|superionic conductor|machine learning potential|diffusion coefficient
Hunter_and_Beyerlein_-_2014_-_Stacking_fault_emission_from_grain_boundaries_Mat_reactions.json,Stacking fault emission from grain boundaries: Material dependencies and grain size effects,10.1016/j.msea.2014.02.030,Materials Science & Engineering A,2014,research article,computational,False,100.0,Excellent,0,6,0,0,3,61,DFT calculation|DFT calculation|Phase Field Dislocation Dynamics (PFDD),stacking fault|grain boundary|DFT|phase field dislocation dynamics|fcc metals
Hussain_et_al__-_2020_-_Robust_TiN_nanoparticles_polysulfide_anchor_for_Li_reactions.json,Robust TiN nanoparticles polysulfide anchor for Li–S storage and diffusion pathways using first principle calculations,10.1016/j.cej.2019.123595,Chemical Engineering Journal,2020,research-article,experimental_synthesis,True,80.82,Good,2,4,3,3,8,18,XRD|BET|TGA|XPS|SEM|EDX/EDS|Cyclic voltammetry|EIS,Li–S battery|TiN nanoparticles|DFT|polysulfide adsorption
Ikeda_and_Chiang_-_1993_-_Space_Charge_Segregation_at_Grain_Boundaries_in_Ti_reactions.json,"Space Charge Segregation at Grain Boundaries in Titanium Dioxide: I, Relationship between lattice Defect Chemistry and Space Charge Potential",,Journal of the American Ceramic Society,1993,theoretical study,computational,False,81.82,Good,1,4,0,0,0,0,,space charge|defect chemistry|titanium dioxide|grain boundaries
