filename,score_percent,verdict,raw_score
Krauskopf_et_al__-_2020_-_Physicochemical_Concepts_of_the_Lithium_Metal_Anod_reactions.json,89.39,Good,59/66
Hou_et_al__-_2019_-_Direct_and_Indirect_Recycling_Strategies_of_Expire_reactions.json,89.29,Good,100/112
L_pez-Aranguren_et_al__-_2021_-_Crystalline_LiPON_as_a_Bulk-Type_Solid_Electrolyte_reactions.json,89.23,Good,58/65
Kamaya_et_al__-_2011_-_A_lithium_superionic_conductor_reactions.json,89.09,Good,98/110
Li_et_al__-_2015_-_Ultrafast_and_Directional_Diffusion_of_Lithium_in__reactions.json,88.89,Good,40/45
Koyama_et_al__-_2012_-_Defect_Chemistry_in_Layered_Li_M_O_2_reactions.json,88.75,Good,71/80
Du_et_al__-_2014_-_Structures__Thermodynamics__and_Li___Mo_reactions.json,88.57,Good,31/35
Bhardwaj_et_al__-_2022_-_High-Performance_Li-Metal-Free_Sulfur_Battery_Empl_reactions.json,87.8,Good,108/123
Lang_et_al__-_2015_-_Lithium_Ion_Conduction_in_LiTi_2__PO_s_reactions.json,87.63,Good,85/97
Deng_et_al__-_2017_-_Data-Driven_First-Principles_Methods_for_the_Study_reactions.json,87.5,Good,28/32
Hamad_and_Hu_-_2011_-_The_effect_of_defects_on_the_electronic_and_magnet_reactions.json,87.5,Good,28/32
Goli_et_al__-_2014_-_Graphene-enhanced_hybrid_phase_change_materials_fo_reactions.json,87.27,Good,48/55
Kanno_-_2000_-_Synthesis_of_a_new_lithium_ionic_conductor__thio-L_reactions.json,86.9,Good,73/84
Hai_et_al__-_2009_-_Electromotive_force_and_huge_magnetoresistance_in__reactions.json,86.73,Good,85/98
Abrahams_et_al__-_1988_-_Structure_determination_of_LISICON_solid_solutions_reactions.json,86.54,Good,45/52
Homma_et_al__-_2011_-_Crystal_structure_and_phase_transitions_of_the_lit_reactions.json,85.96,Good,49/57
Chen_et_al__-_2018_-_Understanding_the_apparent_fractional_charge_of_pr_reactions.json,85.19,Good,46/54
Haruyama_et_al__-_2017_-_Cation_Mixing_Properties_toward_Co_Diffusion_at_th_reactions.json,85.0,Good,34/40
Fang_and_Jena_-_2017_-_Li-rich_antiperovskite_superionic_conductors_based_reactions.json,84.91,Good,45/53
Arunkumar_et_al__-_2016_-_Improved_electrochemical_reversibility_of_over-lit_reactions.json,84.88,Good,73/86
Hayashi_et_al__-_2019_-_A_sodium-ion_sulfide_solid_electrolyte_with_unprec_reactions.json,84.88,Good,73/86
Aaboubi_et_al__-_2015_-_Investigation_of_the_electrodeposition_kinetics_of_reactions.json,84.85,Good,56/66
Chen_et_al__-_2021_-_Free-standing_ultrathin_lithium_metal_graphene_oxi_reactions.json,84.62,Good,66/78
Lee_et_al__-_2020_-_High-energy_long-cycling_all-solid-state_lithium_m_reactions.json,84.38,Good,108/128
Li_et_al__-_2018_-_Chemical_Immobilization_Effect_on_Lithium_Polysulf_reactions.json,83.72,Good,36/43
Hong_et_al__-_2022_-_All-Solid-State_Lithium_Batteries_Li___reactions.json,83.58,Good,56/67
El_Kharbachi_et_al__-_2020_-_Pseudo-ternary_LiBH4__LiCl_P2sub_reactions.json,83.5,Good,86/103
ChemSusChem_-_2024_-_Lei_-_Extraction_Of_LiCl_From_Low_Purity_Chlorides_Through_Solid_Electrolyte_Towards_High_Purity_reactions.json,83.46,Good,106/127
Buannic_et_al__-_2017_-_Dual_Substitution_Strategy_to_Enhance_Li__s_reactions.json,83.19,Good,99/119
Kerisit_et_al__-_2014_-_Shell_Model_for_Atomistic_Simulation_of_Lithium_Di_reactions.json,82.86,Good,29/35
Lee_et_al__-_2001_-_Synthesis_and_characterization_of_lithium_aluminum_reactions.json,82.76,Good,24/29
Clarke_et_al__-_2021_-_Atomistic_Insights_into_the_Effects_of_Doping_and__reactions.json,82.69,Good,43/52
Li_et_al__-_2018_-_Co-modification_by_LiAlO2-coating_and_Al-doping_fo_reactions.json,82.02,Good,73/89
Hodge_et_al__-_1976_-_Ionic_Conductivity_of_Li4SiO4__Li4GeO4__and_Their__reactions.json,81.94,Good,59/72
Kotobuki_et_al__-_2017_-_Poly_vinylidene_fluoride_-Based_Al_Ion_Conductive__reactions.json,81.93,Good,68/83
Ikeda_and_Chiang_-_1993_-_Space_Charge_Segregation_at_Grain_Boundaries_in_Ti_reactions.json,81.82,Good,27/33
Das_et_al__-_2021_-_Enabling_a_Stable_High-Power_Lithium-Bromine_Flow__reactions.json,81.61,Good,71/87
Chen_and_Dahn_-_Improving_the_Capacity_Retention_of_LiCoO2_Cycled__reactions.json,81.25,Good,78/96
Kinzer_et_al__-_2021_-_Operando_analysis_of_the_molten_LiLLZO_interface_reactions.json,81.08,Good,60/74
Liu_et_al__-_2018_-_Approaching_the_capacity_limit_of_lithium_cobalt_o_reactions.json,80.95,Good,68/84
Liu_et_al__-_2021_-_Feature_Analyses_and_Modeling_of_Lithium-Ion_Batte_reactions.json,80.95,Good,51/63
Kim_et_al__-_2014_-_All-graphene-battery_bridging_the_gap_between_sup_reactions.json,80.92,Good,106/131
Foroozan_et_al__-_2018_-_Synergistic_Effect_of_Graphene_Oxide_for_Impeding__reactions.json,80.85,Good,76/94
Hussain_et_al__-_2020_-_Robust_TiN_nanoparticles_polysulfide_anchor_for_Li_reactions.json,80.82,Good,59/73
Archer_and_Armstrong_-_1981_-_Electrochemical_properties_of_LiBr_H2O_reactions.json,80.7,Good,46/57
Brotchie_-_2016_-_Li-Metal_Batteries_Enter_the_anode_matrix_reactions.json,80.49,Good,33/41
Kim_et_al__-_2017_-_Electrochemical_lithium_intercalation_behavior_of__reactions.json,80.37,Good,86/107
Hu_et_al__-_2020_-_Structure_and_performance_of_the_LiFePO_4su_reactions.json,80.36,Good,45/56
Kumar_et_al__-_2016_-_Fundamental_Mechanisms_of_Solvent_Decomposition_In_reactions.json,80.26,Good,61/76
Jiao_et_al__-_2022_-_Recycling_spent_LiNi_1-x-y_Mn_xs_reactions.json,80.25,Good,65/81
Cheng_et_al__-_2013_-_Self-assembled_V2O5_nanosheetsreduced_graphene_ox_reactions.json,80.0,Good,72/90
Lee_et_al__-_2022_-_Dynamic_observation_of_dendrite_growth_on_lithium__reactions.json,80.0,Good,40/50
Chen_et_al__-_2019_-_Lithiophilicity_chemistry_of_heteroatom-doped_carb_reactions.json,79.79,Good,75/94
Hao_et_al__-_2019_-_Taming_Active_Material-Solid_Electrolyte_Interface_reactions.json,79.78,Good,71/89
Leoncini_et_al__-_2017_-_Benzene-centered_tripodal_diglycolamides_synthesi_reactions.json,79.65,Good,90/113
B_ckenfeld_and_Balducci_-_2014_-_Determination_of_sodium_ion_diffusion_coefficients_reactions.json,79.53,Good,101/127
2023_-_Atomic_pinning_mitigates_voltage_decay_in_a_lithiu_reactions.json,79.49,Good,31/39
Li_et_al__-_2015_-_Solid_Electrolyte_the_Key_for_High-Voltage_Lithiu_reactions.json,79.41,Good,81/102
Li_et_al__-_2023_-_One_step_in-situ_synthesis_of_Na3V2_PO4_3Na3V3_PO_reactions.json,79.41,Good,54/68
Kasemchainan_et_al__-_2019_-_Critical_stripping_current_leads_to_dendrite_forma_reactions.json,79.35,Good,73/92
Liu_et_al__-_2021_-_Understanding_Co_roles_towards_developing_Co-free__reactions.json,78.91,Good,101/128
Kato_et_al__-_2016_-_High-power_all-solid-state_batteries_using_sulfide_reactions.json,78.76,Good,89/113
Dumon_et_al__-_2013_-_High_Li_ion_conductivity_in_strontium_doped_Li7La3_reactions.json,78.75,Good,63/80
Duquesnoy_et_al__-_2020_-_Data-driven_assessment_of_electrode_calendering_pr_reactions.json,78.69,Good,48/61
Kim_et_al__-_2014_-_Novel_transition-metal-free_cathode_for_high_energ_reactions.json,77.67,Good,80/103
Cherkashinin_et_al__-_2019_-_Performance_of_Li-Ion_Batteries_Contribution_of_E_reactions.json,76.92,Good,90/117
Hsueh_et_al__-_2023_-_Sputtered_silver_on_the_current_collector_for_anod_reactions.json,76.4,Good,68/89
Liu_et_al__-_2021_-_In_situ_formation_of_a_Li_3_N-ri_reactions.json,76.34,Good,71/93
Assegie_et_al__-_2018_-_Polyethylene_oxide_film_coating_enhances_lithium_c_reactions.json,76.27,Good,90/118
Ji_et_al__-_2019_-_Lithium_intercalation_into_bilayer_graphene_reactions.json,75.93,Good,82/108
Boulineau_et_al__-_2012_-_Mechanochemical_synthesis_of_Li-argyrodite_Li6PS5X_reactions.json,75.53,Good,71/94
Chang_et_al__-_2014_-_Rechargeable_LiBr_battery_a_promising_platform__reactions.json,75.0,Good,75/100
Li_et_al__-_2024_-_Constructing_static_two-electron_lithium-bromide_b_reactions.json,74.44,Acceptable,67/90
