filename,score_percent,verdict,raw_score
Elia_et_al__-_2021_-_An_overview_and_prospective_on_Al_and_Al-ion_batte_reactions.json,98.41,Excellent,62/63
Han_et_al__-_2015_-_A_comprehensive_review_of_sodium_layered_oxides_p_reactions.json,98.41,Excellent,62/63
Hao_et_al__-_2020_-_An_In_Depth_Study_of_Zn_Metal_Surface_Chemistry_fo_reactions.json,98.41,Excellent,62/63
Yu_and_Siegel_-_2017_-_Grain_Boundary_Contributions_to_Li-Ion_Transport_i_reactions.json,98.41,Excellent,62/63
Nguyen_et_al__-_2019_-_Density_Functional_Theory-Assisted_31_P_reactions.json,98.41,Excellent,62/63
Stallard_et_al__-_2022_-_Mechanical_properties_of_cathode_materials_for_lit_reactions.json,98.41,Excellent,62/63
Yu_and_Siegel_-_Grain_Boundary_Contributions_to_Li-ion_Transport_i_reactions.json,98.39,Excellent,61/62
Sulas_et_al__-_2018_-_Defect_Detection_in_Solid-State_Battery_Electrolyt_reactions.json,98.39,Excellent,61/62
Xu_et_al__-_2023_-_Machine_learning_molecular_dynamics_simulation_ide_reactions.json,98.39,Excellent,61/62
Ahmad_et_al__-_2018_-_Machine_Learning_Enabled_Computational_Screening_o_reactions.json,98.36,Excellent,60/61
Mu_oz-Torrero_et_al__-_2019_-_A_critical_perspective_on_rechargeable_Al-ion_batt_reactions.json,98.36,Excellent,60/61
Cheng_et_al__-_2016_-_A_Review_of_Solid_Electrolyte_Interphases_on_Lithi_reactions.json,98.33,Excellent,59/60
Lv_et_al__-_2022_-_Two-dimensional_V2C_Se__MXene__composite_cathode_m_reactions.json,98.33,Excellent,59/60
1-s2_0-002245968890312X-main_reactions.json,98.31,Excellent,58/59
Kim_et_al__-_2017_-_Progress_in_the_Development_of_Sodium-Ion_Solid_El_reactions.json,98.31,Excellent,58/59
Kuhn_et_al__-_2013_-_Tetragonal_Li10GeP2S12_and_Li7GePS8___exploring_th_reactions.json,98.31,Excellent,58/59
Park_et_al__-_2019_-_Degradation_Mechanism_of_Ni-Enriched_NCA_Cathode_f_reactions.json,98.31,Excellent,58/59
Hu_et_al__-_2015_-_Recycling_Application_of_Li-MnO_2_Batte_reactions.json,98.28,Excellent,114/116
Zuo_et_al__-_2023_-_Layered_Oxide_Cathodes_for_Sodium-Ion_Batteries_S_reactions.json,98.28,Excellent,57/58
Wenzel_et_al__-_2016_-_Interphase_formation_and_degradation_of_charge_tra_reactions.json,98.28,Excellent,57/58
Liu_et_al__-_2020_-_Reversible_Crosslinked_Polymer_Binder_for_Recyclab_reactions.json,98.26,Excellent,113/115
Advanced_Materials_-_2016_-_Liang_-_Interwoven_MXene_Nanosheet_Carbon_Nanotube_Composites_as_Li_S_Cathode_Hosts_reactions.json,98.25,Excellent,112/114
Ong_et_al__-_2013_-_Phase_stability__electrochemical_stability_and_ion_reactions.json,98.25,Excellent,56/57
Manthiram_-_2020_-_A_reflection_on_lithium-ion_battery_cathode_chemis_reactions.json,98.25,Excellent,56/57
Zhang_et_al__-_2018_-_Two-Dimensional_GaN_An_Excellent_Electrode_Materi_reactions.json,98.25,Excellent,56/57
Tachikawa_-_2014_-_Mechanism_of_Dissolution_of_a_Lithium_Salt_in_an_E_reactions.json,98.21,Excellent,55/56
Raj_et_al__-_2022_-_Recycling_of_cathode_material_from_spent_lithium-i_reactions.json,98.21,Excellent,55/56
Chen_et_al__-_2022_-_Review_on_Defects_and_Modification_Methods_of_LiFe_reactions.json,98.18,Excellent,108/110
Aparicio_and_De_Leeuw_-_2020_-_Electronic_structure__ion_diffusion_and_cation_dop_reactions.json,98.18,Excellent,54/55
Xu_et_al__-_2008_-_A_review_of_processes_and_technologies_for_the_rec_reactions.json,98.18,Excellent,54/55
Advanced_Energy_Materials_-_2022_-_Kim_-_Stepwise_Dopant_Selection_Process_for_High_Nickel_Layered_Oxide_Cathodes_reactions.json,98.17,Excellent,107/109
Xi_et_al__-_2017_-_Non-aqueous_lithium_bromine_battery_of_high_energy_reactions.json,98.15,Excellent,106/108
Hoang_and_Johannes_-_2014_-_Defect_chemistry_in_layered_transition-metal_oxide_reactions.json,98.15,Excellent,53/54
Kuhn_et_al__-_2013_-_Single-crystal_X-ray_structure_analysis_of_the_sup_reactions.json,98.15,Excellent,53/54
Azhari_et_al__-_2020_-_Recycling_for_All_Solid-State_Lithium-Ion_Batterie_reactions.json,98.13,Excellent,105/107
Catti_and_Montero-Campillo_-_2011_-_Lithium_diffusion_pathways_and_vacancy_formation_i_reactions.json,98.11,Excellent,52/53
Gao_et_al__-_2018_-_Na_3_MnZr_PO_4___3sub_reactions.json,98.11,Excellent,52/53
Gu_et_al__-_2012_-_Conflicting_Roles_of_Nickel_in_Controlling_Cathode_reactions.json,98.11,Excellent,52/53
Song_et_al__-_2019_-_B4C_nanoskeleton_enabled__flexible_lithium-sulfur__reactions.json,98.08,Excellent,102/104
_PRL__First-Principles_Prediction_of_Potentials_and_Space-Charge_Layers_in_All-Solid-State_Batteries-suppl_reactions.json,98.08,Excellent,51/52
Jonderian_and_McCalla_-_2021_-_The_role_of_metal_substitutions_in_the_development_reactions.json,98.08,Excellent,51/52
Zhang_et_al__-_2022_-_Gallium_based_liquid_metals_for_lithium_ion_batter_reactions.json,98.08,Excellent,51/52
Brant_et_al__-_2015_-_Fast_Lithium_Ion_Conduction_in_Li_2_SnS_reactions.json,98.04,Excellent,50/51
Park_et_al__-_Supplementary_Information_reactions.json,98.04,Excellent,50/51
Ceder_et_al__-_1998_-_Identification_of_cathode_materials_for_lithium_ba_reactions.json,98.02,Excellent,99/101
A_chemical_map_of_NaSICON_electrode_materials_for_sodium-ion_batteries-suppl_reactions.json,98.0,Excellent,49/50
Li_et_al__-_2020_-_Progress_and_perspectives_on_halide_lithium_conduc_reactions.json,98.0,Excellent,49/50
Othman_et_al__-_2020_-_Recovery_of_metals_from_spent_lithium-ion_batterie_reactions.json,97.97,Excellent,145/148
Dickey_-_2021_-_Liquid_metals_at_room_temperature_reactions.json,97.96,Excellent,96/98
Yang_et_al__-_2015_-_Exploring_the_possibilities_of_two-dimensional_tra_reactions.json,97.96,Excellent,48/49
Duquesnoy_et_al__-_2022_-_Functional_data-driven_framework_for_fast_forecast_reactions.json,97.92,Excellent,47/48
Liu_et_al__-_2019_-_Ti_2_PTe_2_monolayer_a_prom_reactions.json,97.92,Excellent,47/48
Malik_et_al__-_2010_-_Particle_Size_Dependence_of_the_Ionic_Diffusivity_reactions.json,97.92,Excellent,47/48
Xu_et_al__-_2018_-_Updated_Metal_Compounds__MOFs___S___OH___N___C__Us_reactions.json,97.92,Excellent,47/48
Nguyen_et_al__-_Density_Functional_Theory-Assisted_31P_and_23Na_Ma_reactions.json,97.92,Excellent,47/48
Singh_et_al__-___Supplementary_Information___A_Chemical_Map_of_Na_reactions.json,97.87,Excellent,46/47
Yi_et_al__-_2015_-_Facile_in_Situ_Preparation_of_Graphitic-C_3_reactions.json,97.83,Excellent,90/92
Riaz_et_al__-_2014_-_Carbon-__Binder-__and_Precious_Metal-Free_Cathodes_reactions.json,97.83,Excellent,90/92
Cheng_et_al__-_2020_-_Unveiling_the_Stable_Nature_of_the_Solid_Electroly_reactions.json,97.8,Excellent,89/91
Islam_et_al__-_2017_-_DFT_Study_on_the_Li_Mobility_in_Li-Ion-Based_Solid_reactions.json,97.8,Excellent,89/91
Huang_et_al__-_2020_-_Enhanced_Performance_of_Li_6_4_La__reactions.json,97.78,Excellent,88/90
Zhou_et_al__-_2021_-_Innovative_Approaches_to_Li-Argyrodite_Solid_Elect_reactions.json,97.73,Excellent,86/88
Br_esch_et_al__-_1975_-_Frequency-dependent_conductivity_and_dielectric_fu_reactions.json,97.73,Excellent,43/44
Li_and_Monroe_-_2019_-_Dendrite_nucleation_in_lithium-conductive_ceramics_reactions.json,97.73,Excellent,43/44
Ma_et_al__-_2021_-_Two-dimensional_materials_as_a_stabilized_interpha_reactions.json,97.73,Excellent,43/44
Zafar_et_al__-_2017_-_Cathode_materials_for_rechargeable_aluminum_batter_reactions.json,97.73,Excellent,43/44
Dietrich_et_al__-_2016_-_Local_Structural_Investigations__Defect_Formation__reactions.json,97.7,Excellent,85/87
Fingerle_et_al__-_2017_-_Reaction_and_Space_Charge_Layer_Formation_at_the_L_reactions.json,97.67,Excellent,84/86
Adams_and_Rao_-_2011_-_High_power_lithium_ion_battery_materials_by_comput_reactions.json,97.67,Excellent,42/43
Wang_et_al__-_2018_-_High-Conductivity_Argyrodite_Li_6_PS_s_reactions.json,97.65,Excellent,83/85
Fu_et_al__-_2013_-_Evaluation_and_Characterization_of_Reduced_Graphen_reactions.json,97.64,Excellent,124/127
Jo_et_al__-_2023_-_Feasible_approaches_for_anode-free_lithium-metal_b_reactions.json,97.59,Excellent,81/83
Sahni_et_al__-_2018_-_On_the_synthesis_of_lithium_boron_nitride__Li3BN2__reactions.json,97.56,Excellent,80/82
Wang_et_al__-_2019_-_Development_of_solid-state_electrolytes_for_sodium_reactions.json,97.56,Excellent,40/41
Yang_et_al__-_2016_-_Elastic_Properties__Defect_Thermodynamics__Electro_reactions.json,97.56,Excellent,40/41
Ecker_et_al__-_2017_-_Influence_of_operational_condition_on_lithium_plat_reactions.json,97.53,Excellent,79/81
Sun_et_al__-_2018_-_Accelerated_aging_and_degradation_mechanism_of_LiF_reactions.json,97.53,Excellent,79/81
Wenzel_et_al__-_2016_-_Direct_Observation_of_the_Interfacial_Instability__reactions.json,97.53,Excellent,79/81
Barzacchi_et_al__-_2022_-_Enabling_early_detection_of_lithium-ion_battery_de_reactions.json,97.5,Excellent,39/40
Haruyama_et_al__-_2014_-_Space_Charge_Layer_Effect_at_Interface_between_Oxi_reactions.json,97.5,Excellent,39/40
Manthiram_et_al__-_2013_-_Challenges_and_Prospects_of_Lithium_Sulfur_Batteri_reactions.json,97.5,Excellent,39/40
Schuett_et_al__-_2023_-_Predicting_the_Na___ion_transport_prope_reactions.json,97.5,Excellent,39/40
Lapp_-_1983_-_Ionic_conductivity_of_pure_and_doped_Li3N_reactions.json,97.37,Excellent,74/76
_vall_and_Johansson_-_2020_-_A_novel_approach_to_ligand-exchange_rates_applied__reactions.json,97.37,Excellent,37/38
Angew_Chem_Int_Ed_-_2008_-_Deiseroth_-_Li6PS5X__A_Class_of_Crystalline_Li_Rich_Solids_With_an_Unusually_High_Li__Mobility_reactions.json,97.3,Excellent,72/74
Murata_et_al__-_2000_-_An_overview_of_the_research_and_development_of_sol_reactions.json,97.3,Excellent,72/74
Lotsch_and_Maier_-_2017_-_Relevance_of_solid_electrolytes_for_lithium-based__reactions.json,97.3,Excellent,36/37
Zhou_et_al__-_2020_-_The_Current_Process_for_the_Recycling_of_Spent_Lit_reactions.json,97.26,Excellent,71/73
Zhao_et_al__-_2015_-_Graphene_Oxide_Wrapped_Amorphous_Copper_Vanadium_O_reactions.json,97.22,Excellent,105/108
Bollinger_et_al__-_2003_-_Atomic_and_electronic_structure_of_MoS_2_nanoparti_reactions.json,97.22,Excellent,35/36
Chakraborty_et_al__-_2020_-_Layered_Cathode_Materials_for_Lithium-Ion_Batterie_reactions.json,97.22,Excellent,35/36
Jin_et_al__-_2020_-_Polyanion-type_cathode_materials_for_sodium-ion_ba_reactions.json,97.22,Excellent,35/36
Liu_et_al__-_2021_-_Impedance_Modeling_of_Solid-State_Electrolytes_In_reactions.json,97.22,Excellent,35/36
Marques_et_al__-_2019_-_Comparative_life_cycle_assessment_of_lithium-ion_b_reactions.json,97.22,Excellent,35/36
Lu_et_al__-_2016_-_Free-Standing_Copper_Nanowire_Network_Current_Coll_reactions.json,97.2,Excellent,104/107
Zhu_et_al__-_2021_-_Concentrated_dual-cation_electrolyte_strategy_for__reactions.json,97.18,Excellent,69/71
Costa_et_al__-_2021_-_Magnetically_active_lithium-ion_batteries_towards__reactions.json,97.14,Excellent,34/35
Ramasubramanian_et_al__-_2019_-_Lithium_Diffusion_Mechanism_through_Solid_Electrol_reactions.json,97.14,Excellent,34/35
Tang_et_al__-_2020_-_Critical_interface_between_inorganic_solid-state_e_reactions.json,97.14,Excellent,34/35
Liu_et_al__-_2022_-_Unlocking_the_Failure_Mechanism_of_Solid_State_Lit_reactions.json,97.14,Excellent,34/35
Wang_et_al__-_2022_-_A_Sodium_Antimony_Telluride_Intermetallic_Allows_S_reactions.json,97.1,Excellent,67/69
Chouchane_and_Franco_-_2022_-_Deconvoluting_the_impacts_of_the_active_material_s_reactions.json,97.01,Excellent,65/67
Kirklin_et_al__-_2014_-_High-throughput_screening_of_high-capacity_electro_reactions.json,97.01,Excellent,65/67
Doyle_and_Newman_-_1995_-_The_use_of_mathematical_modeling_in_the_design_of__reactions.json,96.97,Excellent,64/66
Hautier_et_al__-_2011_-_Phosphates_as_Lithium-Ion_Battery_Cathodes_An_Eva_reactions.json,96.97,Excellent,32/33
Huang_et_al__-_2015_-_Permselective_Graphene_Oxide_Membrane_for_Highly_S_reactions.json,96.88,Excellent,93/96
Katzenmeier_et_al__-_Properties_of_the_Space_Charge_Layers_Formed_in_Li_reactions.json,96.88,Excellent,31/32
Rajapakse_et_al__-_2021_-_Intercalation_as_a_versatile_tool_for_fabrication__reactions.json,96.88,Excellent,31/32
Ploehn_et_al__-_2004_-_Solvent_Diffusion_Model_for_Aging_of_Lithium-Ion_B_reactions.json,96.83,Excellent,61/63
si_llzo_reactions.json,96.83,Excellent,61/63
Yang_et_al__-_2022_-_Unravelling_capacity_fading_mechanisms_in_sodium_v_reactions.json,96.8,Excellent,121/125
Yang_et_al__-_2017_-_Predicting_point_defect_equilibria_across_oxide_he_reactions.json,96.77,Excellent,30/31
Ma_et_al__-_2019_-_Prevention_of_dendrite_growth_and_volume_expansion_reactions.json,96.74,Excellent,89/92
Bai_et_al__-_2018_-_Interactions_between_Lithium_Growths_and_Nanoporou_reactions.json,96.7,Excellent,88/91
Jiang_et_al__-_2021_-_All-dry_synthesis_of_self-supporting_thin_Li10GeP2_reactions.json,96.55,Excellent,112/116
Mo_et_al__-_2019_-_Inside_or_Outside_Origin_of_Lithium_Dendrite_Form_reactions.json,96.55,Excellent,84/87
Sui_et_al__-_2020_-_Dual-ion_batteries_The_emerging_alternative_recha_reactions.json,96.55,Excellent,56/58
2022_-_Machine_Learning_for_Battery_Applications_reactions.json,96.55,Excellent,28/29
Braun_et_al__-_2015_-_Thermodynamically_Consistent_Model_for_Space-Charg_reactions.json,96.55,Excellent,28/29
Liu_et_al__-_2022_-_Development_of_quasi-solid-state_anode-free_high-e_reactions.json,96.49,Excellent,110/114
Forouzan_et_al__-_2016_-_Experiment_and_simulation_of_the_fabrication_proce_reactions.json,96.43,Excellent,81/84
Pan_et_al__-_2016_-_Design_of_Nanostructured_Heterogeneous_Solid_Ionic_reactions.json,96.43,Excellent,27/28
Rama_Rao_et_al__-_2014_-_Structural__conductivity_and_dielectric_properties_reactions.json,96.36,Excellent,53/55
Kc_et_al__-_2014_-_Point_defects_in_garnet-type_solid_electrolyte__c-_reactions.json,96.3,Excellent,26/27
O_Rourke_and_Morgan_-_2018_-_Interfacial_strain_effects_on_lithium_diffusion_pa_reactions.json,96.3,Excellent,26/27
Lou_et_al__-_2021_-_Interface_Issues_and_Challenges_in_All_Solid_State_reactions.json,96.3,Excellent,26/27
Deng_et_al__-_2018_-_Crystal_Structures__Local_Atomic_Environments__and_reactions.json,96.26,Excellent,103/107
Asenbauer_et_al__-_2020_-_The_success_story_of_graphite_as_a_lithium-ion_ano_reactions.json,96.23,Excellent,51/53
Kuhs_et_al__-_1979_-_The_argyrodites___A_new_family_of_tetrahedrally_cl_reactions.json,96.23,Excellent,51/53
Sun_et_al__-_2022_-_Mapping_and_Modeling_Physicochemical_Fields_in_Sol_reactions.json,96.08,Excellent,49/51
Zhao_and_Daemen_-_2012_-_Superionic_Conductivity_in_Lithium-Rich_Anti-Perov_reactions.json,95.95,Excellent,71/74
Li_et_al__-_2023_-_Addressing_cation_mixing_in_layered_structured_cat_reactions.json,95.83,Excellent,46/48
Swift_and_Qi_-_2019_-_First-Principles_Prediction_of_Potentials_and_Spac_reactions.json,95.83,Excellent,46/48
Galvez-Aranda_and_Seminario_-_2021_-_Ion_Pairing__Clustering_and_Transport_in_a_LiFSI-T_reactions.json,95.74,Excellent,45/47
Hongahally_Basappa_et_al__-_2017_-_Grain_boundary_modification_to_suppress_lithium_pe_reactions.json,95.65,Excellent,132/138
Kaland_et_al__-_2020_-_Are_MXenes_suitable_as_cathode_materials_for_recha_reactions.json,95.56,Excellent,86/90
Li_et_al__-_2021_-_Intrinsic_voltage_plateau_of_a_Nb2CTx_MXene_cathod_reactions.json,95.56,Excellent,86/90
Maeng_et_al__-_2020_-_Enhanced_mechanical_strength_and_electrochemical_p_reactions.json,95.5,Excellent,106/111
Ong_et_al__-_2011_-_Voltage__stability_and_diffusion_barrier_differenc_reactions.json,95.35,Excellent,41/43
Hong_et_al__-_2017_-_Two-dimensional_lithium_diffusion_behavior_and_pro_reactions.json,95.29,Excellent,81/85
Park_et_al__-_2022_-_Crystal_Structure_of_Na_2_V_2sub_reactions.json,95.29,Excellent,81/85
Chu_et_al__-_2016_-_Insights_into_the_Performance_Limits_of_the_Li_su_reactions.json,95.08,Excellent,58/61
H_lsen_et_al__-_2009_-_Thermodynamics_of_the_Heusler_alloy_Co_2___x_Mn_1__reactions.json,95.08,Excellent,58/61
Li_et_al__-_2012_-_High-rate_lithium_sulfur_batteries_promoted_by_red_reactions.json,94.94,Excellent,75/79
Kim_et_al__-_2017_-_Reduced_Graphene_OxideLiI_Composite_Lithium_Ion_B_reactions.json,94.87,Excellent,111/117
_ACSNano__Two-Dimensional_Vanadium_Carbide__MXene__as_a_High-Capacity_Cathode_Material_for_Rechargeable_Aluminum_Batteries-suppl_reactions.json,94.87,Excellent,74/78
Gao_et_al__-_2021_-_A_family_of_ionic_supersalts_with_covalent-like_di_reactions.json,94.85,Excellent,92/97
Han_et_al__-_2015_-_A_Battery_Made_from_a_Single_Material_reactions.json,94.74,Excellent,90/95
Tan_et_al__-_2020_-_Sustainable_design_of_fully_recyclable_all_solid-s_reactions.json,94.74,Excellent,90/95
Canongia_Lopes_and_P_dua_-_2004_-_Molecular_Force_Field_for_Ionic_Liquids_Composed_o_reactions.json,94.74,Excellent,54/57
Haverkate_et_al__-_2010_-_Large_Space_Charge_Effects_in_a_Nanostructured_Pro_reactions.json,94.74,Excellent,36/38
Lim_et_al__-_2012_-_Electrochemical_and_Thermal_Properties_of_NASICON__reactions.json,94.59,Excellent,105/111
Placke_et_al__-_2018_-_Perspective_on_Performance__Cost__and_Technical_Ch_reactions.json,94.59,Excellent,35/37
Murugan_et_al__-_2007_-_Fast_Lithium_Ion_Conduction_in_Garnet-Type_Li7La3Z_reactions.json,94.52,Excellent,69/73
Wang_et_al__-_2010_-_Periodicity__work_function_and_reactivity_of_graph_reactions.json,94.44,Excellent,34/36
Yu_and_Manthiram_-_2019_-_Sodium-Sulfur_Batteries_with_a_Polymer-Coated_NASI_reactions.json,94.29,Excellent,132/140
Cheng_et_al__-_2019_-_Understanding_the_Lithium_Storage_Mechanism_of_Ti__reactions.json,94.29,Excellent,99/105
Shi_and_Stampfl_-_2007_-_First-principles_investigations_of_the_structure_a_reactions.json,94.29,Excellent,33/35
Li_et_al__-_2021_-_Solid-State_Electrolytes_for_Sodium_Metal_Batterie_reactions.json,94.12,Excellent,80/85
Liu_et_al__-_2014_-_First-Principles_Studies_of_Li_Nucleation_on_Graph_reactions.json,94.12,Excellent,32/34
Davidsson_Kurland_-_2020_-_Energy_use_for_GWh-scale_lithium-ion_battery_produ_reactions.json,94.12,Excellent,16/17
Leggesse_et_al__-_2016_-_Lithium_diffusion_in_graphene_and_graphite_Effect_reactions.json,94.12,Excellent,16/17
Deng_et_al__-_2015_-_Structural_and_Mechanistic_Insights_into_Fast_Lith_reactions.json,94.06,Excellent,95/101
Maekawa_et_al__-_2008_-_Enhanced_lithium_ion_conduction_and_the_size_effec_reactions.json,94.05,Excellent,79/84
Zeng_and_Li_-_2014_-_Innovative_application_of_ionic_liquid_to_separate_reactions.json,94.03,Excellent,63/67
Zhang_et_al__-_2024_-_Exploring_the_Relationship_between_Composition_and_reactions.json,93.83,Excellent,76/81
Wang_et_al__-_2019_-_Recycling_LiCoO2_with_methanesulfonic_acid_for_reg_reactions.json,93.81,Excellent,91/97
Nie_et_al__-_2015_-_Twin_Boundary-Assisted_Lithium_Ion_Transport_reactions.json,93.75,Excellent,75/80
Ustynyuk_et_al__-_2014_-_Pyridinedicarboxylic_Acid_Diamides_as_Selective_Li_reactions.json,93.65,Excellent,59/63
Sun_et_al__-_2017_-_Comparison_of_reduction_products_from_graphite_oxi_reactions.json,93.62,Excellent,88/94
Lu_et_al__-_2015_-_Defect_chemistry_and_lithium_transport_in_Li__reactions.json,93.62,Excellent,44/47
Chu_et_al__-_2020_-_A_multi-functional_binder_for_high_loading_sulfur__reactions.json,93.52,Excellent,101/108
Chen_et_al__-_2018_-_Insights_into_Grain_Boundary_in_Lithium-Rich_Anti-_reactions.json,93.33,Excellent,28/30
Zimmer_et_al__-_2000_-_Charge_carrier_interactions_in_ionic_conductors_A_reactions.json,93.33,Excellent,28/30
Ning_et_al__-_2021_-_Visualizing_plating-induced_cracking_in_lithium-an_reactions.json,93.18,Excellent,82/88
Pham_et_al__-_2016_-_Formation_and_Dynamics_of_Electron-Irradiation-Ind_reactions.json,92.98,Excellent,53/57
Banerjee_et_al__-_2014_-_Possible_application_of_2D-boron_sheets_as_anode_m_reactions.json,92.86,Excellent,39/42
Bruce_et_al__-_2012_-_Li_O2_and_Li_S_batteries_with_high_energy_storage_reactions.json,92.73,Excellent,51/55
Pinson_and_Bazant_-_2013_-_Theory_of_SEI_Formation_in_Rechargeable_Batteries_reactions.json,92.68,Excellent,38/41
Wu_et_al__-_2022_-_Observation_of_an_intermediate_state_during_lithiu_reactions.json,92.59,Excellent,75/81
Calegari_Andrade_et_al__-_2018_-_Structure__Polarization__and_Sum_Frequency_Generat_reactions.json,92.59,Excellent,25/27
Lee_et_al__-_2023_-_Anode-less_all-solid-state_batteries_recent_advan_reactions.json,92.54,Excellent,62/67
Hakimian_et_al__-_2015_-_Economic_analysis_of_CNT_lithium-ion_battery_manuf_reactions.json,92.23,Excellent,95/103
Chen_and_Dahn_-_2004_-_Methods_to_obtain_excellent_capacity_retention_in__reactions.json,92.05,Excellent,81/88
Liu_et_al__-_2022_-_Mechanisms_of_Ionic_Diffusion_and_Stability_of_the_reactions.json,91.89,Excellent,34/37
Guo_et_al__-_2013_-_Lithium_Sulfur_Battery_Cathode_Enabled_by_Lithium__reactions.json,91.76,Excellent,78/85
Van_der_Ven_et_al__-_1998_-_First-principles_investigation_of_phase_stability__reactions.json,91.67,Excellent,44/48
Sakanoi_et_al__-_2014_-_Communication_Different_behavior_of_Young_s_modul_reactions.json,91.67,Excellent,22/24
Kasamatsu_et_al__-_2011_-_Theoretical_analysis_of_space_charge_layer_formati_reactions.json,91.43,Excellent,32/35
Squires_et_al__-_2020_-_Native_Defects_and_Their_Doping_Response_in_the_Li_reactions.json,91.3,Excellent,21/23
Byeon_et_al__-_2017_-_Two-Dimensional_Titanium_Carbide_MXene_As_a_Cathod_reactions.json,90.91,Excellent,80/88
Lim_et_al__-_2016_-_Fading_Kalman_filter-based_real-time_state_of_char_reactions.json,90.91,Excellent,30/33
Elia_et_al__-_2016_-_An_Overview_and_Future_Perspectives_of_Aluminum_Ba_reactions.json,90.82,Excellent,89/98
Gover_et_al__-_2006_-_The_electrochemical_insertion_properties_of_sodium_reactions.json,90.77,Excellent,59/65
Xu_and_Zhu_-_2020_-_Anion_Charge_and_Lattice_Volume_Maps_for_Searching_reactions.json,90.7,Excellent,39/43
Calvo_-_2019_-_Electrochemical_methods_for_sustainable_recovery_o_reactions.json,90.54,Excellent,67/74
Duan_et_al__-_2020_-_Is_graphite_lithiophobic_or_lithiophilic_reactions.json,90.48,Excellent,76/84
Andriyevsky_et_al__-_2017_-_Ab_initio_molecular_dynamics_study_of_lithium_diff_reactions.json,90.48,Excellent,38/42
Zhang_et_al__-_2020_-_Pressure-Driven_Interface_Evolution_in_Solid-State_reactions.json,90.48,Excellent,19/21
Liu_et_al__-_2017_-_Enhancing_ionic_conductivity_in_composite_polymer__reactions.json,90.38,Excellent,94/104
Ahmad_et_al__-_2020_-_Design_rules_for_liquid_crystalline_electrolytes_f_reactions.json,90.32,Excellent,56/62
Dacek_et_al__-_2016_-_Structure_and_Dynamics_of_Fluorophosphate_Na-Ion_B_reactions.json,90.32,Excellent,28/31
Lang_et_al__-_2020_-_A_molten_battery_consisting_of_Li_metal_anode__AlC_reactions.json,90.28,Excellent,65/72
Ong_et_al__-_2012_-_Phase_stability__electrochemical_stability_and_ion_reactions.json,90.16,Excellent,55/61
Katzenmeier_et_al__-_2021_-_Properties_of_the_Space_Charge_Layers_Formed_in_Li_reactions.json,90.14,Excellent,64/71
Lin_et_al__-_2016_-_Layered_reduced_graphene_oxide_with_nanoscale_inte_reactions.json,90.14,Excellent,64/71
Shi_et_al__-_2013_-_Defect_Thermodynamics_and_Diffusion_Mechanisms_in__reactions.json,90.0,Excellent,27/30
Shaibani_et_al__-_2020_-_Expansion-tolerant_architectures_for_stable_cyclin_reactions.json,89.77,Good,79/88
Gong_et_al__-_2018_-_Three-dimensional_atomic-scale_observation_of_stru_reactions.json,89.71,Good,61/68
Mo_et_al__-_2012_-_First_Principles_Study_of_the_Li_10_GeP_reactions.json,89.66,Good,52/58
Gorai_et_al__-_2020_-_Defect_chemistry_of_disordered_solid-state_electro_reactions.json,89.58,Good,43/48
Liu_et_al__-_2016_-_Recent_progress_in_sulfide-based_solid_electrolyte_reactions.json,89.52,Good,94/105
Larson_et_al__-_2020_-_Effects_of_lithium_intercalation_in_twisted_bilaye_reactions.json,89.47,Good,34/38
Krauskopf_et_al__-_2020_-_Physicochemical_Concepts_of_the_Lithium_Metal_Anod_reactions.json,89.39,Good,59/66
Hou_et_al__-_2019_-_Direct_and_Indirect_Recycling_Strategies_of_Expire_reactions.json,89.29,Good,100/112
L_pez-Aranguren_et_al__-_2021_-_Crystalline_LiPON_as_a_Bulk-Type_Solid_Electrolyte_reactions.json,89.23,Good,58/65
Kamaya_et_al__-_2011_-_A_lithium_superionic_conductor_reactions.json,89.09,Good,98/110
Lung-Hao_Hu_et_al__-_2013_-_Graphene-modified_LiFePO4_cathode_for_lithium_ion__reactions.json,89.08,Good,106/119
Wang_et_al__-_2017_-_High-Performance_Aluminum-Ion_Battery_with_CuS_C_M_reactions.json,89.08,Good,106/119
Zhu_et_al__-_2014_-_Carbon-Coated_Na_3_V_2__PO__reactions.json,89.06,Good,57/64
Li_et_al__-_2015_-_Ultrafast_and_Directional_Diffusion_of_Lithium_in__reactions.json,88.89,Good,40/45
Koyama_et_al__-_2012_-_Defect_Chemistry_in_Layered_Li_M_O_2_reactions.json,88.75,Good,71/80
Du_et_al__-_2014_-_Structures__Thermodynamics__and_Li___Mo_reactions.json,88.57,Good,31/35
Moradabadi_and_Kaghazchi_-_2020_-_Effect_of_lattice_and_dopant_induced_strain_on_the_reactions.json,88.57,Good,31/35
Tomita_-_2000_-_Ionic_conductivity_and_structure_of_halocomplex_sa_reactions.json,88.5,Good,100/113
Wang_et_al__-_2021_-_First_principles_studies_on_structure_stability__s_reactions.json,88.24,Good,120/136
Bhardwaj_et_al__-_2022_-_High-Performance_Li-Metal-Free_Sulfur_Battery_Empl_reactions.json,87.8,Good,108/123
Lang_et_al__-_2015_-_Lithium_Ion_Conduction_in_LiTi_2__PO_s_reactions.json,87.63,Good,85/97
Deng_et_al__-_2017_-_Data-Driven_First-Principles_Methods_for_the_Study_reactions.json,87.5,Good,28/32
